Cause num,Order num,Doc,Name
232,284,['DownloadDocument.aspx?DocumentId=2800056'],['SHARED FILE']
232,284,['DownloadDocument.aspx?DocumentId=2800057'],['ORDER MAILED']
232,284,['DownloadDocument.aspx?DocumentId=2800058'],['ORDER']
232,284,['DownloadDocument.aspx?DocumentId=2800059'],['511 REQUEST WITH EXHIBITS']
232,284,['DownloadDocument.aspx?DocumentId=2800060'],['PROOF OF PUBLICATION']
232,284,['DownloadDocument.aspx?DocumentId=2800061'],['CERTIFICATE OF MAILING']
232,284,['DownloadDocument.aspx?DocumentId=2800062'],['NOTICE OF HEARING']
232,284,['DownloadDocument.aspx?DocumentId=2800063'],['APPLICATION OF HEARING']
407,663,['DownloadDocument.aspx?DocumentId=2999710'],['ORDER MAILED']
407,663,['DownloadDocument.aspx?DocumentId=2999711'],['ORDER']
407,663,['DownloadDocument.aspx?DocumentId=2999712'],['511 REQUEST WITH EXHIBITS']
407,663,['DownloadDocument.aspx?DocumentId=2999713'],['PROOF OF PUBLICATION']
407,663,['DownloadDocument.aspx?DocumentId=2999714'],['PROOF OF PUBLICATION']
407,663,['DownloadDocument.aspx?DocumentId=2999715'],['NOTICE OF HEARING']
407,663,['DownloadDocument.aspx?DocumentId=2999716'],['APPLICATION OF HEARING']
407,1699,['DownloadDocument.aspx?DocumentId=3929943'],[]
407,1699,['DownloadDocument.aspx?DocumentId=3929957'],['RETURNED MAIL']
407,1699,['DownloadDocument.aspx?DocumentId=3929959'],['ORDER']
407,1699,['DownloadDocument.aspx?DocumentId=3929961'],['511 DOCUMENTS']
407,1699,['DownloadDocument.aspx?DocumentId=3929963'],['CONTINUATION(S) &/OR CORRESPONDENCE(S)']
407,1699,['DownloadDocument.aspx?DocumentId=3929965'],['NOTICE(S)']
407,1699,['DownloadDocument.aspx?DocumentId=3929967'],['APPLICATION / AMENDED APP(S) & SUPPORTING DOCS']
407,791,['DownloadDocument.aspx?DocumentId=3139689'],['ORDER MAILED']
407,791,['DownloadDocument.aspx?DocumentId=3139690'],['ORDER']
407,791,['DownloadDocument.aspx?DocumentId=3139691'],['WITHDRAWAL OF PROTEST']
407,791,['DownloadDocument.aspx?DocumentId=3139692'],['MOTION TO DISMISS PROTEST']
407,791,['DownloadDocument.aspx?DocumentId=3139693'],['511 REQUEST WITH EXHIBITS']
407,791,['DownloadDocument.aspx?DocumentId=3139694'],['CERTIFICATE OF MAILING']
407,791,['DownloadDocument.aspx?DocumentId=3139695'],['PROTEST']
407,791,['DownloadDocument.aspx?DocumentId=3139696'],['PROOF OF PUBLICATION']
407,791,['DownloadDocument.aspx?DocumentId=3139697'],['PROOF OF PUBLICATION']
407,791,['DownloadDocument.aspx?DocumentId=3139698'],['CERTIFICATE OF MAILING']
407,791,['DownloadDocument.aspx?DocumentId=3139699'],['NOTICE OF HEARING']
407,791,['DownloadDocument.aspx?DocumentId=3139700'],['CERTIFICATE OF MAILING']
407,791,['DownloadDocument.aspx?DocumentId=3139701'],['APPLICATION OF HEARING']
274,3,['DownloadDocument.aspx?DocumentId=1370047'],['verification']
274,3,['DownloadDocument.aspx?DocumentId=1377230'],['list of interested parties']
274,3,['DownloadDocument.aspx?DocumentId=1385958'],['exhibit']
274,3,['DownloadDocument.aspx?DocumentId=1390053'],['list of interested parties']
274,3,['DownloadDocument.aspx?DocumentId=1767238'],['application']
274,3,['DownloadDocument.aspx?DocumentId=1767960'],['list of interested parties']
274,3,['DownloadDocument.aspx?DocumentId=1776821'],['request for publication']
274,3,['DownloadDocument.aspx?DocumentId=1782316'],['publication']
274,3,['DownloadDocument.aspx?DocumentId=1785452'],['publication']
274,3,['DownloadDocument.aspx?DocumentId=1787376'],['report of hearing officer']
274,3,['DownloadDocument.aspx?DocumentId=1790259'],['commission report']
274,3,['DownloadDocument.aspx?DocumentId=1794805'],['transcript']
274,3,['DownloadDocument.aspx?DocumentId=1795269'],['list of interested parties']
274,3,['DownloadDocument.aspx?DocumentId=1801410'],['notice of hearing']
274,3,['DownloadDocument.aspx?DocumentId=1803668'],['exhibit']
274,3,['DownloadDocument.aspx?DocumentId=1806233'],['cover letter for application']
274,3,['DownloadDocument.aspx?DocumentId=1813656'],['exhibit']
407,983,['DownloadDocument.aspx?DocumentId=3332590'],['RETURNED MAIL']
407,983,['DownloadDocument.aspx?DocumentId=3332591'],['ORDER MAILED']
407,983,['DownloadDocument.aspx?DocumentId=3332592'],['ORDER']
407,983,['DownloadDocument.aspx?DocumentId=3332593'],['CERTIFICATE OF PUBLICATION']
407,983,['DownloadDocument.aspx?DocumentId=3332594'],['WITHDRAWAL OF PROTEST']
407,983,['DownloadDocument.aspx?DocumentId=3332595'],['PROOF OF PUBLICATION']
407,983,['DownloadDocument.aspx?DocumentId=3332596'],['511 REQUEST WITH EXHIBITS']
407,983,['DownloadDocument.aspx?DocumentId=3332597'],['PROTEST']
407,983,['DownloadDocument.aspx?DocumentId=3332598'],['CERTIFICATE OF MAILING']
407,983,['DownloadDocument.aspx?DocumentId=3332599'],['NOTICE OF HEARING']
407,983,['DownloadDocument.aspx?DocumentId=3332600'],['CERTIFICATE OF MAILING']
407,983,['DownloadDocument.aspx?DocumentId=3332601'],['APPLICATION OF HEARING']
535,539,['DownloadDocument.aspx?DocumentId=3489939'],['ORDER']
535,539,['DownloadDocument.aspx?DocumentId=3489940'],['511 REQUEST WITH EXHIBITS']
535,539,['DownloadDocument.aspx?DocumentId=3489941'],['NOTICE OF HEARING']
535,539,['DownloadDocument.aspx?DocumentId=3489942'],['APPLICATION OF HEARING']
407,325,['DownloadDocument.aspx?DocumentId=2031184'],['Shared File']
139,64,['DownloadDocument.aspx?DocumentId=1365394'],"[""Williams Response to Citizen's Concerns""]"
139,64,['DownloadDocument.aspx?DocumentId=1376253'],['Report of the Commission']
139,64,['DownloadDocument.aspx?DocumentId=1377269'],['Returned Mail']
139,64,['DownloadDocument.aspx?DocumentId=1379104'],['Report of the Hearing Officer']
139,64,['DownloadDocument.aspx?DocumentId=1383136'],['Returned Mail']
139,64,['DownloadDocument.aspx?DocumentId=1777716'],['Exhibit: South of River Field Operations Plan']
139,64,['DownloadDocument.aspx?DocumentId=1778482'],['Notice of Hearing']
139,64,['DownloadDocument.aspx?DocumentId=1782020'],['510 Statement']
139,64,['DownloadDocument.aspx?DocumentId=1786410'],['Correspondence re: Change to Application']
139,64,['DownloadDocument.aspx?DocumentId=1795955'],"['Proof of Publication: Citizen Telegram, Daily Journal']"
139,64,['DownloadDocument.aspx?DocumentId=1805602'],['Withdrawal of Protest: EnCana Oil & Gas']
139,64,['DownloadDocument.aspx?DocumentId=1808363'],['Parties Notified']
139,64,['DownloadDocument.aspx?DocumentId=1809606'],"['Protest, EnCana Oil & Gas, Inc.']"
139,64,['DownloadDocument.aspx?DocumentId=1813645'],"['Application, Williams Production RMT Company']"
139,64,['DownloadDocument.aspx?DocumentId=1815010'],"['Resumes for Williams: Odegard,Walsh, Inman']"
139,64,['DownloadDocument.aspx?DocumentId=1815611'],"['Exhibits A1-A2, B3-B8, C9-C13']"
407,348,['DownloadDocument.aspx?DocumentId=2438345'],['PROOF OF PUBLICATION']
407,348,['DownloadDocument.aspx?DocumentId=2438346'],['PARTIES NOTIFIED']
407,348,['DownloadDocument.aspx?DocumentId=2438347'],['ORDER']
407,348,['DownloadDocument.aspx?DocumentId=2438348'],['REQUEST OF APPROVAL OF APPLICATION WITHOUT HEARING']
407,348,['DownloadDocument.aspx?DocumentId=2438349'],['NOTICE OF HEARING']
407,348,['DownloadDocument.aspx?DocumentId=2438350'],['PARTIES NOTIFIED']
